O:C,H:C,ScINT
0.028169014,1.183098592,76524.46317
0.063492063,1.396825397,74010.88591
0.193548387,0.967741935,560107.5932
0.391304348,1.130434783,506381.727
0.7,1.75,482915.2567
0.454545455,1.409090909,310004.4231
0.875,1.875,734481.8405
0.458333333,1.416666667,639409.318
0.307692308,1.192307692,622631.814
0.705882353,1.882352941,468838.0276
0.8,1.7,1798073.577
0.2,1.28,988567.423
0.416666667,1.458333333,2232145
0.619047619,1.857142857,916007.1961
0.15625,1.0625,851485.8781
0.391304348,1.52173913,566027.9258
0.357142857,1.214285714,1154280.626
0.173913043,1.695652174,956519.2603
0.736842105,1.842105263,558305.8974
0.083333333,1.708333333,359199.2159
0.764705882,2,1570278.542
0.259259259,1.296296296,1120615.916
0.611111111,2,982530.5422
0,1.172413793,743503.767
0.071428571,1.428571429,653751.4493
0.114285714,0.885714286,603889.0507
0.315789474,2.157894737,514136.733
0.48,1.52,1714720.828
0.3,2.15,1165789.856
0.033333333,1.2,892242.3153
0.28,1.36,802607.9478
0.121212121,1.151515152,760079.68
0.192307692,1.384615385,418948.6808
0.333333333,1.625,393612.6914
0.310344828,1.310344828,3306069.744
0.125,1.791666667,2158739.615
0.65,1.95,2014823.641
0.346153846,1.615384615,1033685.563
0.666666667,2.111111111,910186.6907
0.526315789,2.105263158,575504.7461
0.076923077,1.5,1223551.057
0,1.518518519,571856.9431
0.346153846,1.653846154,782592.0848
0.027027027,1.027027027,676791.0089
0.178571429,1.392857143,432440.9052
0.142857143,2.285714286,366945.0011
0.423076923,1.615384615,2096236.388
0.238095238,2.238095238,1837760.878
0.136363636,2.227272727,752163.7347
0.081081081,1.027027027,957452.5807
0.25,1.392857143,698258.8832
0.238095238,2.285714286,545200.536
0.266666667,1.4,3471576.384
0.571428571,2.047619048,1891955.278
0.08,1.88,1522180.338
0.578947368,2.210526316,1093616.906
0.296296296,1.703703704,1039306.36
0.45,2.2,570260.7342
0.296296296,1.740740741,920833.936
0,1.105263158,842465.0904
0.137931034,1.482758621,565235.299
0.090909091,2.363636364,488825.6745
0.416666667,2.083333333,2595152
0,1.6875,1737295
0.1,2.066666667,1955151
0.275862069,1.155172414,269261.0617
0.6,1.666666667,248322.1699
0.3,1.62,228037.6184
0.051282051,0.769230769,221167.0446
0.783783784,2.135135135,214296.4707
0.525,2,189431.5367
0.298245614,1.263157895,183542.4734
0.408163265,1.387755102,171764.3468
0.131147541,1.114754098,168165.4747
0.463414634,2,161622.071
0,0.875,153769.9866
0.237288136,1.169491525,150825.455
0.096774194,1.129032258,150825.455
0.543478261,1.673913043,145917.9022
0.085714286,0.914285714,143627.7109
0.028169014,0.971830986,137411.4774
0.710526316,2.131578947,133485.4352
0.148148148,1.37037037,106330.3099
0.147058824,1.044117647,3316192.899
0.237288136,1.220338983,2469315.68
0.254901961,1.68627451,2224167.012
0.230769231,1.557692308,2224167.012
0.489361702,1.765957447,2126107.544
0.115942029,1.057971014,2036962.574
0.3,1.68,2014676.331
0,0.85,1992390.089
0.4375,1.770833333,1872044.379
0.063492063,1.206349206,1756155.917
0.463414634,2.073170732,1756155.917
0,1.027777778,1346089.053
0.028169014,1.014084507,1127683.876
0.03125,1.21875,855791.716
0.245901639,1.229508197,179247.9569
0.054054054,0.905405405,176852.1762
0.595238095,2,151369.7814
0.160714286,1.428571429,138737.4831
0.377777778,1.888888889,137648.4918
0.320754717,1.490566038,135034.9129
0.068493151,0.98630137,131985.7374
0.346153846,1.615384615,122620.4128
0.045454545,1.227272727,119353.4391
0.122807018,1.438596491,116957.6584
0.209677419,1.241935484,106938.9391
0.123076923,1.046153846,104543.1583
0.477272727,1.818181818,95395.63199
0.534883721,2,93217.64952
0.365384615,1.461538462,87554.89511
0.060606061,1.106060606,83852.32492
0.026666667,0.92,55756.35112
0.511627907,2.069767442,304528.8892
0.259259259,1.555555556,271374.5343
0.326923077,1.673076923,252546.1353
0.092307692,1.215384615,231671.1711
0.4,1.888888889,223894.2237
0.075757576,1.106060606,222256.9716
0.283018868,1.679245283,221029.0325
0.178571429,1.428571429,198926.1292
0.013333333,0.96,193605.0599
0.218181818,1.563636364,190739.8688
0.105263158,1.49122807,188693.3037
0.054794521,1.02739726,183781.5474
0.488372093,2.046511628,180507.0432
0.060606061,1.227272727,168227.6525
0.158730159,1.301587302,167818.3395
0.027027027,1.040540541,125659.0981
0.326923077,1.826923077,411733.7718
0.069444444,1.222222222,327793.2093
0.352941176,1.960784314,312386.3972
0.095238095,1.587301587,306542.434
0.046153846,1.492307692,291666.8913
0.125,1.75,284229.1199
0.185185185,1.87037037,179569.0515
0.0625,1.59375,167881.125
0.407407407,0.62962963,767372.3366
0.227272727,1,642810.7132
1.181818182,2.454545455,583712.1328
0.321428571,0.678571429,500974.1202
0.025641026,0.358974359,463696.5541
0.130434783,1.043478261,218210.1431
1.142857143,2.428571429,545928.566
0.32,1.16,455529.0104
0.375,1.416666667,379960.6319
0.75,1.875,340410.8264
0.933333333,2.4,312160.9653
0.4,1.16,887472.5885
0.458333333,1.416666667,666413.1953
0.875,1.875,569362.7299
0,1.103448276,240469.4863
0.375,1.208333333,1243217.197
0.434782609,1.47826087,849140.8027
0.217391304,1.695652174,815809.6319
0.233333333,1,803386.135
0.04,1.4,405834.2331
0.346153846,1.269230769,1302736.651
0.259259259,1.296296296,1076104.849
0.045454545,1.818181818,356588.4994
0.32,1.32,1183915.202
0.375,1.583333333,645274.7982
0.321428571,1.321428571,806043.6497
0.130434783,1.826086957,690894.5569
0.24137931,1.344827586,522525.2951
0.041666667,1.833333333,242877.4983
0.409090909,2.045454545,1927968.201
0.304347826,2.043478261,1213185.539
0.060606061,1.212121212,700195.2608
0.296296296,1.37037037,1831100.644
0.666666667,2.111111111,1022811.447
0.214285714,1.392857143,882988.9088
0.275862069,1.413793103,1773698.195
0.6,2.1,1066178.805
0.266666667,1.4,680745.2081
0.260869565,2.217391304,585848.6987
0.166666667,1.875,478403.8905
0.08,1.88,418015.2027
0.5,1.586956522,380377.2163
0.303571429,1.321428571,270234.3186
0.152542373,1.271186441,238216.0344
0.446808511,1.595744681,225408.7208
0.533333333,1.733333333,220712.7057
0.134328358,1.029850746,218578.1535
0,0.734177215,213455.228
0.215686275,1.549019608,210039.9443
0.166666667,1,203636.2875
0.081967213,1.163934426,191255.8843
0.224137931,1.206896552,191255.8843
0.263157895,1.333333333,185279.1379
0.014285714,1,181863.8542
0.26,1.52,168629.6301
0.465116279,1.813953488,3602128.368
0.585365854,2,3595797.739
0.307692308,1.480769231,3595797.739
0.142857143,1.142857143,3576805.849
0.04109589,0.890410959,3564144.59
0.523809524,2,3475515.772
0.109375,1.03125,3260274.358
0.177419355,1.129032258,3190637.43
0.264150943,1.490566038,3127331.132
0.055555556,0.972222222,2962734.756
0.283018868,1.339622642,2912089.718
0.488372093,1.837209302,2690517.674
0.013513514,0.905405405,2551243.818
0,0.826666667,1880197.057
0.395833333,1.645833333,420368.8089
0.186440678,1.254237288,411708.2788
0.3,1.5,369738.0174
0.114754098,1.147540984,350418.3732
0.042857143,0.985714286,350418.3732
0.15,1.266666667,337094.4807
0.206896552,1.362068966,333097.3129
0.58974359,2.051282051,329766.3398
0.245614035,1.350877193,328433.9506
0.425531915,1.787234043,297788.9978
0.131147541,1.163934426,269142.6289
0.375,1.625,267144.045
0.028169014,0.887323944,228504.7567
0.014084507,1,193862.6361
0.090909091,1.075757576,193028.9516
0.422222222,1.844444444,187336.4088
0.511627907,2,170517.5323
0.196428571,1.392857143,167153.757
0.403846154,1.423076923,166377.5012
0.013333333,0.92,163272.4779
0.140625,1.15625,154733.6636
0.175438596,1.263157895,136621.0274
0.454545455,2,132739.7482
0.107692308,1.169230769,124459.686
0.319148936,1.680851064,119025.8951
0.075757576,1.060606061,112298.3445
0.029411765,0.985294118,102207.0186
0.157894737,1.403508772,98066.9875
0.164179104,1.029850746,767995.7488
0.28,1.68,615526.0046
0.326530612,1.673469388,581643.8392
0.25862069,1.206896552,554538.1069
0.577777778,1.733333333,550020.4848
0.042857143,1,538726.4297
0.5,2.075,517267.7249
0.254901961,1.549019608,491291.3981
0.114754098,1.163934426,476609.1265
0.186440678,1.271186441,469832.6934
0.52173913,1.760869565,466444.4769
0.132352941,1.044117647,444985.7721
0.014084507,1.014084507,413362.4177
0,0.930555556,400938.9571
0.080645161,1.193548387,372703.8193
0.055555556,0.902777778,822249.7196
0.625,2.05,664386.8591
0.333333333,1.509803922,634858.5542
0.56097561,2.048780488,617822.9937
0.38,1.66,615551.5857
0.36,1.64,615551.5857
0.180327869,1.278688525,554223.5679
0.070422535,0.985915493,554223.5679
0.288461538,1.519230769,549680.7518
0.111111111,1.174603175,481538.5098
0.127272727,1.454545455,457688.7251
0.02739726,0.917808219,450874.5009
0.216666667,1.25,436110.3485
0.046875,1.234375,346389.7299
0.675,2.025,268982.8504
0,0.792682927,262549.3198
0.42,1.64,231913.4598
0.213114754,1.262295082,196988.5795
0.333333333,1.933333333,187797.8215
0.609756098,2.024390244,183815.1597
0.078125,1.21875,174318.0431
0.054794521,0.904109589,173705.3259
0.326923077,1.5,160225.5475
0.37254902,1.647058824,155936.5271
0.03030303,1.136363636,150728.431
0.177419355,1.274193548,134797.7838
0.163636364,1.436363636,114578.1162
0.046153846,1.230769231,97422.03464
0.177419355,1.177419355,231163.1336
0.448979592,1.653061224,218968.1265
0.185185185,1.611111111,202437.117
0.585365854,2.073170732,178047.1029
0.069444444,1.027777778,165310.0955
0.196721311,1.278688525,159890.0924
0.311111111,1.955555556,137126.0792
0.4,1.66,131977.0762
0.142857143,1.19047619,123305.0712
0.65,2.05,99186.0573
0.015151515,1.151515152,83468.04822
0.642857143,2.023809524,357250.4317
0.241935484,1.258064516,301895.776
0.236363636,1.581818182,281031.3289
0.075757576,1.242424242,280179.7188
0.422222222,1.911111111,252928.196
0.196428571,1.446428571,233766.969
0.157894737,1.456140351,220992.8177
0.053333333,0.933333333,212050.9118
0.369565217,1.913043478,209921.8866
0.581395349,2.023255814,182670.3638
0,0.986842105,167341.3822
0.101694915,1.355932203,164786.5519
0.044776119,1.253731343,145199.5199
0.029411765,1.161764706,125186.6829
0.059701493,1.134328358,123483.4627
0.52173913,1.847826087,442105.4972
0.220338983,1.305084746,392620.134
0.235294118,1.784313725,343678.5661
0.012658228,0.886075949,327908.5053
0.24137931,1.413793103,327908.5053
0.468085106,1.85106383,293105.6125
0.380952381,2.19047619,265915.8525
0.183333333,1.316666667,219149.4654
0.047619048,1.26984127,195766.2718
0.028571429,1.171428571,176733.4398
0,1.183098592,164226.1502
0.106060606,1.303030303,169591.7634
0.15625,1.390625,168359.2651
0.339622642,1.773584906,162936.2727
0.25,2.0625,162196.7737
0,1.131578947,141983.8019
0.123076923,1.4,140751.3036
0.192982456,1.526315789,128672.8205
0.296296296,1.777777778,126947.3229
0.254545455,1.636363636,115361.839
0.044117647,1.205882353,111171.3449
0.5,2.159090909,104269.3545
0.013157895,1.026315789,96134.86587
0.340425532,2,94162.86862
0.074626866,1.313432836,69266.40336
0.911764706,2.029411765,175219.372
0.533333333,1.244444444,172883.1137
0.327272727,1.036363636,172033.5652
0.151515152,0.787878788,160989.4351
0.511111111,1.422222222,159715.1124
0.24,1.24,148670.9823
0.245614035,0.929824561,132104.7871
0.285714286,1.053571429,131042.8515
0.621621622,1.891891892,127644.6577
0.47826087,1.260869565,124883.6251
0.012820513,0.525641026,120211.1086
0.75,1.805555556,118299.6245
0.119402985,0.805970149,116812.9147
0.828571429,2.028571429,114476.6564
0,0.628205128,101733.4293
0.456521739,1.434782609,101308.6551
0.028985507,0.768115942,66477.1678
0,0.785714286,60317.94139
0.193548387,1.032258065,805271.6704
0.7,1.85,711323.3088
0.391304348,1.217391304,633312.6158
0.454545455,1.5,476452.405
0,0.6,624201.112
0.129032258,0.806451613,399518.471
0.227272727,1.681818182,396542.542
0.083333333,1.416666667,334048.0325
0.130434783,1.695652174,258161.8425
0.458333333,1.5,1143973.573
0.875,2,994184.9918
0,1.172413793,562441.4356
0.384615385,1.230769231,1249319.546
0.823529412,1.941176471,822032.4536
0.416666667,1.541666667,2648376
0.15625,1.125,811713.059
0.333333333,1.333333333,758992.6139
0.619047619,1.952380952,698091.4102
0.391304348,1.608695652,443578.9169
0.357142857,1.285714286,2799087.152
0.736842105,1.947368421,1671507.284
0.173913043,1.782608696,1640949.564
0.764705882,2.117647059,785820.8324
0.259259259,1.37037037,777755.2227
0.611111111,2.111111111,715534.8049
0.103448276,1.137931034,566897.1401
0.5,1.636363636,1884273.986
0.15625,1.15625,1463571.303
0.391304348,1.652173913,1029042.711
0.333333333,1.333333333,947515.3755
0.136363636,1.863636364,696027.2637
0.25,1.357142857,595849.4267
0.722222222,2.055555556,514454.9341
0.48,1.6,1506211.061
0.3,2.25,999881.3619
0.033333333,1.266666667,813002.577
0.310344828,1.379310345,4560929.256
0.125,1.875,2645431.954
0.65,2.05,2519901.791
0.285714286,1.428571429,826145.4326
0.631578947,2.157894737,527326.8719
0.206896552,1.448275862,407799.4476
0.086956522,1.956521739,351551.2479
0.266666667,1.466666667,4032624.265
0.571428571,2.142857143,2313129.655
0.08,1.96,1539357.08
0.225806452,1.548387097,1128039.273
0.5,2.227272727,712910.7265
0.619047619,1.785714286,1234822.537
0.658536585,1.951219512,905194.9442
0.060606061,1.090909091,884699.9644
0.558139535,1.790697674,881284.1344
0.384615385,1.461538462,848833.7496
0.225806452,1.096774194,836878.3447
0.04,0.8,833462.5147
0.140350877,1.280701754,787348.81
0.218181818,1.4,778809.235
0.296296296,1.333333333,744650.9353
0.339622642,1.471698113,720740.1254
0.19047619,1.126984127,701953.0605
0.347826087,1.695652174,696829.3156
0.029850746,1.104477612,654131.4408
0.29787234,1.723404255,580691.0963
0.014705882,1.014705882,466260.792
0.2,1.25,752828.0188
0.36,1.64,747662.818
0.163934426,1.262295082,739915.0168
0.31372549,1.490196078,688263.0086
0.408163265,1.632653061,681806.5076
0.5,1.857142857,674058.7064
0.333333333,1.509803922,670184.8058
0.6,2.025,603037.1952
0.245283019,1.377358491,590124.1931
0.14516129,1.161290323,587541.5927
0.041666667,0.888888889,587541.5927
0.1,0.971428571,578502.4913
0.666666667,2.025641026,534598.2844
0.180327869,1.131147541,529433.0836
0.078125,1.0625,511354.8807
0,0.824324324,484237.5764
0.070422535,0.985915493,441624.6697
0.015384615,1.123076923,368020.5581
0.6,1.755555556,274919.304
0.186440678,1.271186441,220525.2582
0.32,1.54,215610.1335
0.395833333,1.666666667,210039.659
0.051282051,0.820512821,204141.5094
0.15,1.283333333,189068.4606
0.131147541,1.180327869,188085.4356
0.346938776,1.673469388,174650.7617
0.086956522,0.985507246,168752.6121
0.525,2.1,165148.1874
0.3,1.52,161543.7627
0.028169014,0.901408451,141555.5892
0.58974359,2.076923077,140572.5643
0,0.930555556,133691.3898
0.543478261,1.760869565,126810.2153
0.096774194,1.193548387,123861.1405
0.057142857,1,105839.0169
0.391304348,1.52173913,965316.4588
0.291666667,1.541666667,684404.2618
0.058823529,0.882352941,320495.2793
0.272727273,1.681818182,1463335.201
0.083333333,1.375,654848.799
0.4,1.24,1107983.477
0.458333333,1.5,817541.206
0.875,2,699212.8736
0,1.172413793,416838.4439
0.37037037,1.296296296,1344711.458
0.181818182,1.818181818,759576.5437
0.777777778,2,719743.4157
0.285714286,1.321428571,589255.5827
0.346153846,1.346153846,1098234.331
0.764705882,2.117647059,715101.6608
0.259259259,1.37037037,592546.8005
0.4,1.6,516396.2077
0.684210526,2.105263158,3811622
0.310344828,1.379310345,891340.717
0.318181818,2.227272727,771973.464
0.217391304,1.869565217,638908.3296
0.125,1.875,636951.4893
0.296296296,1.444444444,1469077.075
0.666666667,2.222222222,779102.5908
0.214285714,1.464285714,680754.3347
0.266666667,1.466666667,1222124.855
0.166666667,1.958333333,876623.9263
0.08,1.96,657129.2183
0.028571429,1.457142857,1197836.617
0.192307692,2,749079.383
0.08,0.76,741759.2973
0.136363636,1,681902.1388
0.309090909,1.290909091,664297.0922
0.425531915,1.425531915,618523.971
0.285714286,1.178571429,602092.5942
0.568181818,1.727272727,598571.5849
0.351851852,1.277777778,580966.5382
0.052631579,0.776315789,556319.473
0.511111111,1.555555556,543409.1055
0.206896552,1.068965517,536367.0868
0.627906977,1.720930233,535193.4171
0.552631579,2.078947368,531672.4077
0.119402985,0.910447761,525804.0589
0.245614035,1.192982456,524630.3891
0.911764706,2.205882353,490593.9656
0.13559322,1.13559322,487072.9563
0.675675676,2,455383.8724
0.151515152,0.878787879,451862.8631
0,0.885714286,322759.1879
0.142857143,0.942857143,519020.0596
0.44,1.46,467254.2794
0.5,2.071428571,410720.5983
0.469387755,1.591836735,402547.0541
0.126984127,1.19047619,398460.282
0.222222222,1.407407407,372577.3918
0.264150943,1.396226415,369852.8771
0.523809524,1.880952381,356230.3034
0.061538462,1.092307692,337158.7001
0.09375,1.078125,332390.7993
0.634146341,1.804878049,299696.6223
0,0.945945946,247249.7134
0.013513514,0.837837838,197527.3193
0.266666667,1.283333333,5137127.789
0.061538462,1.138461538,4955205.895
0,0.986486486,4946542.947
0.126984127,1.238095238,4894565.263
0.09375,1.25,4781946.947
0.5,2.142857143,4669328.632
0.222222222,1.462962963,4418103.158
0.307692308,1.596153846,4366125.474
0.441860465,2.139534884,3967629.895
0.14516129,1.338709677,3941641.053
0.465116279,1.953488372,3906989.263
0.392156863,1.529411765,3491167.789
0.076923077,1.153846154,2321669.895
0.636363636,0.818181818,446597.4445
0.928571429,2.285714286,334358.5936
0.111111111,0.592592593,280597.1272
1.384615385,1.461538462,280125.5354
0.470588235,1.352941176,267392.5565
0.52173913,0.869565217,222119.7427
0.45,1.35,783091.0411
1.181818182,2.545454545,506534.7255
0.333333333,1.380952381,502653.2334
0.25,1.75,573503.5034
0.027027027,0.72972973,511614.6362
0.346153846,1.230769231,453026.5085
0.142857143,1.761904762,264884.3519
0.416666667,1.25,1784784.638
0.32,1.28,944545.117
0.47826087,1.52173913,902050.2447
0.333333333,1.296296296,466063.3705
0.026315789,0.789473684,443438.935
0.172413793,1.068965517,296631.4871
0.722222222,2,277023.6431
0.136363636,1.818181818,257918.5643
0.193548387,1.096774194,934109.1226
0.7,1.95,842760.9119
0.391304348,1.304347826,732750.1635
0.454545455,1.590909091,566751.802
0.407407407,1.259259259,1686752.806
0.227272727,1.772727273,1437015.133
0.130434783,1.782608696,616156.0613
0.458333333,1.583333333,846907.907
0.875,2.125,546794.3795
0,1.24137931,483565.7135
0.384615385,1.307692308,1249249.91
0.823529412,2.058823529,827698.0904
0.36,1.36,1523017.216
0.416666667,1.625,1070026.784
0,0.871794872,457847.91
0.096774194,0.967741935,389709.9448
0.285714286,1.392857143,321081.7784
0.086956522,1.913043478,304905.1392
0.133333333,1.166666667,258826.2275
0.619047619,2.047619048,2071315
0.357142857,1.357142857,4040219.756
0.736842105,2.052631579,2732096.036
0.173913043,1.869565217,2181815.209
0.333333333,1.407407407,1019786.925
0.136363636,1.954545455,679139.2844
0.25,1.428571429,575651.3934
0.722222222,2.166666667,572417.3968
0.69047619,2.023809524,479604.9488
0.25,1.464285714,442921.2842
0.089552239,1.149253731,416427.5264
0.210526316,1.333333333,415748.1992
0.138461538,1.230769231,414389.545
0.172413793,1.344827586,413030.8907
0.434782609,1.760869565,407596.2738
0.382978723,1.765957447,404878.9653
0.413043478,1.934782609,385178.4787
0.028985507,1.057971014,370233.282
0.314814815,1.574074074,334908.2716
0.232142857,1.446428571,330832.3089
0.361702128,1.936170213,294148.6442
0.058823529,1.161764706,249992.3812
0.310344828,1.448275862,4872712.519
0.65,2.15,2755636.818
0.125,1.958333333,2667220.663
0.266666667,1.533333333,3084429.063
0.571428571,2.238095238,1927768.164
0.08,2.04,1177132.773
0.074074074,2.148148148,3049744
0.095890411,0.917808219,9079667.163
0.682926829,2.048780488,7039947.326
0.558139535,1.860465116,6492136.855
0.157894737,1.350877193,6445514.687
0.619047619,2.047619048,6328959.268
0.171875,1.0625,6212403.849
0.384615385,1.519230769,6200748.307
0.067567568,0.932432432,5967637.468
0.339622642,1.528301887,5536382.417
0.178571429,1.464285714,5186716.159
0.15625,1.1875,5058505.197
0.218181818,1.454545455,4638905.688
0.014705882,1.058823529,3368451.618
0.163934426,1.327868852,896610.9484
0.2,1.316666667,827985.152
0.36,1.72,822017.6915
0.5,1.952380952,820525.8263
0.333333333,1.588235294,816050.2309
0.31372549,1.568627451,753391.8951
0.408163265,1.714285714,747424.4345
0.245283019,1.452830189,723554.5923
0.14516129,1.225806452,722062.7272
0.6,2.125,654928.7959
0.041666667,0.944444444,637026.4143
0.01369863,0.97260274,632550.8188
0.078125,1.125,632550.8188
0.1,1.028571429,626583.3583
0.111111111,1.238095238,602713.5161
0,0.878378378,601221.6509
0.536585366,2.146341463,584811.1344
0.070422535,1.042253521,468445.6536
0.015384615,1.184615385,383409.3407
0.411764706,1.549019608,1942193.459
0.126760563,1.014084507,1586294.134
0.595238095,1.904761905,1342248.883
0.365384615,1.557692308,1309201.088
0.44,1.68,1291406.122
0.174603175,1.206349206,1255816.19
0.109375,1.265625,1161757.082
0.045454545,1.166666667,1103287.908
0.571428571,2.095238095,1060071.561
0.2,1.490909091,1039734.457
0.160714286,1.517857143,978723.1438
0.276595745,1.829787234,966012.4536
0.076923077,1.153846154,889748.3126
0,1.088235294,795689.2052
0.013333333,1,269395.0093
0.140625,1.25,261028.7046
0.090909091,1.166666667,253917.3457
0.320754717,1.603773585,246387.6715
0.422222222,1.977777778,243459.4649
0.107692308,1.261538462,242204.5192
0.403846154,1.538461538,227981.8013
0.277777778,1.462962963,226726.8556
0.075757576,1.151515152,222962.0185
0.175438596,1.368421053,218360.551
0.236363636,1.472727273,195771.5285
0.477272727,1.954545455,168999.3536
0.319148936,1.808510638,151848.4291
0.029411765,1.073529412,124239.6238
0,0.907894737,104997.1232
0.4,1.35,467869.4566
1.4,2.6,448901.7759
0.37037037,0.666666667,418693.9882
1.090909091,2.545454545,342120.7588
1.125,1.4375,326665.6116
0.684210526,0.736842105,252902.409
0.25,0.964285714,689228.862
0.666666667,1.888888889,626189.6368
0.043478261,1.391304348,420261.5012
0.333333333,1.666666667,1366430.859
0.130434783,1.347826087,1228128.141
0.4,1.32,1098667.405
0.307692308,1.346153846,702842.6587
0,0.810810811,597543.1268
0.875,2.125,549333.7026
0.095238095,1.904761905,233435.1069
0.16,1.52,682736.6505
0,0.714285714,607381.4085
0.208333333,1.791666667,358618.3204
0.076923077,1.538461538,226973.6205
0.37037037,1.37037037,1551590.839
0.181818182,1.909090909,893195.9535
0.777777778,2.111111111,815457.7622
0.285714286,1.392857143,769449.4449
0.333333333,1.791666667,2495803.927
0.153846154,1.5,2308618.633
0.24,1.48,2172129.355
0,1.085714286,1602774.085
0.346153846,1.423076923,816564.4172
0.259259259,1.444444444,516218.8844
0.764705882,2.235294118,375431.916
0.045454545,2,168005.7824
0.133333333,1.266666667,732506.4404
0.380952381,1.857142857,488644.3717
0,1.0625,465638.5161
0.064516129,1.290322581,281591.6718
0.321428571,1.464285714,1227197.941
0.130434783,2,943241.4874
0.24137931,1.482758621,768931.5851
0.684210526,2.210526316,570724.3575
0.041666667,2,288173.6288
0.310344828,1.448275862,1411223.265
0.217391304,1.956521739,1019301.196
0.125,1.958333333,947904.5396
0.431372549,1.274509804,671380.3755
0.14084507,0.816901408,546044.3524
0.619047619,1.571428571,461026.2108
0.384615385,1.288461538,453137.9297
0.46,1.4,443496.6971
0.488372093,1.837209302,441743.7458
0.19047619,0.984126984,434731.9403
0.125,1.046875,398796.4371
0.060606061,0.954545455,379513.972
0.595238095,1.761904762,367243.3124
0.218181818,1.236363636,356725.6042
0.794871795,1.923076923,343578.4689
0.178571429,1.267857143,340072.5662
0.29787234,1.531914894,334813.7121
0,0.826666667,313778.2956
0.092307692,0.938461538,305013.5387
0.014705882,0.882352941,276089.8411
0.025641026,0.782051282,184761.1658
0.263157895,1.280701754,170295.8788
0.5,1.695652174,158898.986
0.203389831,1.186440678,137420.2265
0.446808511,1.70212766,128434.2149
0.224137931,1.293103448,119009.8612
0.395833333,1.541666667,117475.6641
0.072463768,1.014492754,108927.9945
0.285714286,1.392857143,107393.7974
0.72972973,2.135135135,105640.4293
0.086956522,0.898550725,98188.6148
0.014285714,1.071428571,95120.22059
0.038961039,0.857142857,93805.1945
0,0.797468354,89421.77419
0.533333333,1.844444444,88983.43216
0.081967213,1.245901639,44272.54507
0.756097561,2,1819845.191
0,0.896103896,1601245.168
0.089552239,1.134328358,1590315.167
0.466666667,1.911111111,1532932.661
0.413043478,1.913043478,1489212.657
0.37037037,1.37037037,1483747.656
0.058823529,1.029411765,1464620.154
0.121212121,1.121212121,1453690.153
0.152542373,1.220338983,1420900.15
0.210526316,1.315789474,1284275.135
0.290909091,1.436363636,1259682.633
0.578947368,2.210526316,1180440.124
0.382978723,1.765957447,1158580.122
0.25,1.303571429,1139452.62
0.434782609,1.739130435,1112127.617
0.285714286,1.612244898,986432.6038
0.073529412,1.044117647,975502.6026
0.014285714,0.957142857,806087.5848
0.365384615,1.403846154,757620.5256
0.769230769,2.076923077,747162.5735
0.392156863,1.529411765,698358.7973
0.097222222,0.916666667,653041.0052
0.409090909,1.977272727,622829.1437
0.7,2.075,578673.3462
0.160714286,1.357142857,557757.4421
0.320754717,1.41509434,517087.6286
0.209677419,1.193548387,495009.7299
0.09375,1.25,490361.7512
0.014925373,1.059701493,432262.0177
0.076923077,1.153846154,427614.039
0.533333333,1.711111111,503265.1576
0.327272727,1.418181818,350123.612
0.47826087,1.717391304,326701.9639
0.012820513,0.794871795,310486.9767
0.568181818,1.863636364,301478.6505
0.172413793,1.362068966,283461.9981
0.245614035,1.298245614,279258.1125
0.184615385,1.076923077,277456.4473
0.285714286,1.428571429,271450.8965
0.151515152,1.106060606,269649.2312
0.24,1.66,269649.2312
0.1,1.25,260040.3499
0.285714286,1.632653061,228210.9306
0,1.085714286,226409.2654
0.028985507,1.072463768,198183.1766
0.169230769,1.123076923,247546.8531
0.545454545,1.931818182,228063.9989
0,0.833333333,201418.3307
0.456521739,1.782608696,178783.8383
0.175438596,1.526315789,176778.2504
0.136363636,1.136363636,166463.7982
0.012987013,0.909090909,160733.547
0.488888889,1.933333333,151851.6576
0.25,1.464285714,138672.0797
0.267857143,1.321428571,132082.2908
0.1875,1.21875,126352.0396
0.291666667,1.833333333,107442.2105
0.049180328,1.31147541,82229.10513
0.388888889,1.592592593,529837.6449
0.404255319,2.021276596,460540.0783
0.189655172,1.551724138,412176.1516
0.088235294,1.220588235,381858.4662
0.354166667,1.854166667,380414.7668
0.306122449,1.857142857,377527.3682
0.057971014,1.115942029,350818.9311
0.152542373,1.559322034,344322.2842
0.149253731,1.164179104,342878.5849
0.169491525,1.423728814,342878.5849
0.206896552,1.413793103,318335.6967
0.028571429,1.128571429,272859.1686
0.235294118,1.725490196,262753.2735
0.144927536,1.188405797,3866541.253
0.294117647,1.862745098,3585115.782
0.34,1.86,3309808.256
0.163934426,1.442622951,2906023.885
0.056338028,1.14084507,2887670.05
0.269230769,1.730769231,2850962.38
0.129032258,1.322580645,2594008.689
0.2,1.433333333,2526711.294
0.01369863,1.068493151,2379880.613
0.226415094,1.735849057,2373762.668
0.027777778,1.152777778,2288111.438
0.095238095,1.349206349,2037275.692
1.125,1.75,828028.5788
0.333333333,1.238095238,707161.6621
0.941176471,1.764705882,398680.4268
0,0.838709677,297657.3323
0.45,1.65,672362.9952
0.032258065,0.903225806,570389.3227
0.333333333,1.666666667,455979.8365
0.526315789,2,379706.8456
0.44,1.28,600166.2134
0.25,1.85,496545.3955
0.346153846,1.307692308,429782.9894
0.027027027,0.783783784,366497.7919
0.9375,2.0625,311557.8952
0.142857143,1.857142857,158560.7145
