O:C,H:C,ScINT
1.107142857,1.535714286,78997.51065
0.12962963,0.537037037,74249.74707
0.272727273,0.818181818,69897.63046
0.741935484,1.419354839,57236.92758
0.111111111,0.685185185,56841.28062
1.222222222,1.833333333,378795.4252
0.47826087,1.347826087,302303.9752
0.088235294,0.764705882,287249.8069
0.121212121,0.939393939,191228.625
1.052631579,1.842105263,161934.0271
0.028571429,0.8,89918.14067
0.452380952,0.880952381,110384.9906
0.046153846,0.338461538,105731.078
0.727272727,1.181818182,105440.2084
0.870967742,1.35483871,101077.1653
0.095238095,0.396825397,94823.47019
0.363636364,0.772727273,94823.47019
0.170212766,0.744680851,89151.51415
0.395348837,0.906976744,85370.21012
0.78125,1.375,80716.29747
0.125,0.410714286,79407.38454
0.0625,0.421875,77662.1673
1.166666667,1.666666667,77516.73253
0.696969697,1.151515152,73299.12419
0.226415094,0.603773585,68063.47246
0.571428571,1,66609.12476
1.409090909,1.954545455,62391.51643
0.185185185,0.481481481,60500.86441
0.260869565,0.652173913,56283.25608
0.015151515,0.363636364,42466.95291
0.203703704,1.574074074,559963.0064
0.052631579,1.50877193,408819.6028
0,1.406779661,340904.9457
0.333333333,1.911111111,323593.3664
0.145833333,1.8125,261005.349
0.163636364,1.581818182,249686.2395
0.017241379,1.517241379,233040.4902
3,1,2942036
0.090909091,1.927272727,1342968.339
0.01754386,1.789473684,953866.4008
0.053571429,1.928571429,615763.2607
1,1,2312578
0.2,1.5,1446804
0.888888889,1.333333333,1533862
0.214285714,0.928571429,1431722
1.285714286,2.571428571,589549.6463
0.875,1.5,499345.3288
0.555555556,1.555555556,331823.0249
1.571428571,2.428571429,1119741.976
0.166666667,0.666666667,980385.442
0.777777778,1.444444444,673556.5818
0.2,1.066666667,965214.0896
1.166666667,2.833333333,674647.9104
1.666666667,2.833333333,1368129.071
0.75,1.625,815738.9294
0.7,1.6,2049728
0.105263158,0.842105263,2120499.991
0.6,1.7,1464217.009
0.466666667,1.066666667,2498749.979
1.833333333,2.833333333,1240081.021
0.583333333,1.666666667,3755218
0.055555556,0.888888889,901568.6765
0.555555556,1.888888889,749844.3235
0.428571429,1.142857143,4579071.855
0.266666667,1.2,2247639.145
0.541666667,1.708333333,933661.7764
0,0.644444444,854487.2577
0.142857143,1.321428571,847017.9635
0.235294118,1,643853.161
0.068965517,1.344827586,488491.8414
0.75,1.666666667,2642142
0.384615385,1.230769231,2473951
0.75,2.25,304163.2082
0.225806452,1.290322581,294208.7759
0.5,1.863636364,227845.8941
0.619047619,2.238095238,213467.2698
0.048780488,0.804878049,200563.3761
0.15625,1.3125,173649.5407
0,0.833333333,167381.9352
0,2.3,1616227
0.05,1,993364.766
0.454545455,1.909090909,689298.234
0.375,1.25,14690025
0.058823529,1.411764706,1669353
0.5,1.538461538,507969.0568
0.194444444,1.138888889,425610.6352
0.56,1.8,278028.7656
0.407407407,1.555555556,276370.5423
0.333333333,1.333333333,8252145
0.461538462,1.923076923,2585074
0.3125,1.3125,916725.2062
0.1,2.4,810752.7938
0.285714286,1.428571429,1895417
0.294117647,1.411764706,22894338
0.25,1.5,1253115.155
0.117647059,1.529411765,634254.845
0.066666667,1.666666667,1426572
0.222222222,1.555555556,7716636
0.266666667,2.133333333,1471262
0.1,1.8,1678159
0.133333333,0.583333333,149616.1847
0.43902439,1.073170732,140082.7737
0.538461538,1.205128205,131133.041
0.192307692,0.75,126269.0558
0.235294118,0.882352941,122183.3082
1.035714286,1.857142857,117708.4418
0.215686275,0.862745098,114400.9319
0.475,1.225,106229.4368
0.931034483,1.862068966,92610.2782
0.098360656,0.606557377,89108.20885
0.380952381,1.095238095,84633.34247
0.833333333,1.6,81909.51076
0,0.75,63815.48582
0.392857143,1.571428571,1080057.131
0,1.272727273,760407.8695
0.057142857,1.742857143,425362.6109
0.230769231,2.384615385,412965.8864
0.028571429,1.714285714,339360.3344
0.088235294,1.941176471,268079.1683
0.105263158,1.438596491,1878022.681
0.208333333,1.729166667,1595281.697
0.447368421,2.184210526,1590093.789
0.304347826,1.891304348,1582311.927
0.183673469,1.591836735,1403329.103
0.384615385,2.179487179,1351450.023
0.229166667,1.75,1338480.253
0.086206897,1.310344828,1239910.002
0.014925373,1.119402985,1219158.37
0.14,1.6,1175061.153
1.533333333,0.733333333,375069.2704
0.025641026,0.205128205,338134.5711
0.24137931,0.24137931,298598.8366
4.5,2,285073.4538
1.117647059,0.411764706,226810.2661
0.166666667,0.3,192476.602
1.571428571,2.285714286,1476725
0.8,1.5,1937018
0.125,0.6875,850094.5063
0.857142857,1.714285714,687026.0633
1.333333333,3,574749.4304
0.777777778,1.666666667,865366.1862
0.5,1.7,578859.8138
0.545454545,1,1698951
0.142857143,1.214285714,1645965
0.666666667,1.777777778,1702544
0.5,1.071428571,1792761.612
2.2,3.2,969111.3878
0.2,0.733333333,990706.0515
0.0625,0.8125,522655.9485
0.636363636,1.727272727,1980308
0.461538462,1.153846154,2259287.747
0.285714286,1.214285714,999489.2532
0.818181818,1.727272727,2278049
0.416666667,1.25,2658722
0.25,1.25,1492517
0.4,1.266666667,5203589.962
0.25,1.3125,2234150.038
0.375,1.25,1513885.078
0.2,2.3,995603.9222
0.222222222,2.444444444,1430963
0.357142857,1.357142857,6014388
0.333333333,1.333333333,1851321
0.296296296,1.740740741,604312.4749
0.44,2,563525.5448
0.346153846,2,476124.9803
0.083333333,1.305555556,531184.4019
0,1.157894737,380052.4382
0.027027027,1.324324324,329675.1169
0.625,1.958333333,311154.043
0.3125,1.4375,4483613.628
0.176470588,1.470588235,1735592.372
0.294117647,1.411764706,2710748.179
0.090909091,2.454545455,1802478.821
0.266666667,1.533333333,1513806.407
0.125,1.5625,408958.5935
0.294117647,1.470588235,644236.359
0.137931034,1.896551724,530037.9824
0.078947368,1.131578947,342595.1298
0.066666667,1.9,273288.5288
0.222222222,1.555555556,1253502.753
0,2.583333333,861286.2469
0.081081081,1.702702703,780021.6518
0.206896552,2.034482759,681590.3482
0.023255814,1.348837209,923908.3768
0.147058824,1.735294118,496114.6232
0.90625,2.09375,177373.7831
0.282608696,1.369565217,161673.2329
0.6,1.942857143,145972.6827
0.486486486,1.756756757,143850.9867
0,0.76119403,143638.8171
0.208333333,1.25,131120.8109
0.142857143,1,130484.3021
0.234042553,1.382978723,117754.1263
0.527777778,1.944444444,115844.5999
0.459459459,1.72972973,106509.1377
0.105263158,1.01754386,103114.4241
0.068965517,0.896551724,91445.09629
0,2.069767442,2439863
0.127272727,1.527272727,487198.9915
0.266666667,2.022222222,407726.8156
0,1.292307692,402889.3788
0.239130435,1.847826087,400125.1292
0.188679245,1.641509434,379393.2572
0.052631579,1.403508772,352441.8236
0.148148148,1.648148148,339311.638
0.089285714,1.535714286,232196.9662
0.092592593,1.703703704,541101.6964
0.3,1.76,519085.039
0.063492063,1.26984127,473358.1351
0.25,2.068181818,414929.3134
0.127659574,1.914893617,377670.3546
0.2,2.066666667,368355.6149
0.054545455,1.709090909,348879.341
0.035714286,1.589285714,323475.5055
0.254901961,1.862745098,887529.5358
0.03125,1.359375,685383.3208
0.152173913,2.173913043,682991.0579
0.211538462,1.865384615,667441.3491
0.047619048,1.46031746,665049.0862
0.109090909,1.6,468883.5284
0.017857143,1.803571429,371996.8809
0.106382979,2.170212766,357643.3035
0.035714286,1.660714286,336112.9374
0.272727273,0.636363636,811476.5036
3.5,4,467181.6424
0.083333333,0.75,324166.8539
0.266666667,0.3,278792.9497
0.842105263,0.736842105,244444.0575
0.7,0.4,221100.1503
0.571428571,0.476190476,186417.7738
0.692307692,0.192307692,180081.5704
0.193548387,0.35483871,168743.1011
2,1.5,151735.3973
1.333333333,1.333333333,1595950
0.1875,0.625,555163.7845
2.2,3,486985.7759
1,1.571428571,410459.4397
0.888888889,1.555555556,1595718
0.166666667,0.777777778,1751855.716
0.777777778,1.666666667,1222436.284
0.571428571,1,1456636.762
2.4,3,945753.2377
0.727272727,1.636363636,1951064
0.75,1.875,2144860
0.538461538,1.076923077,2822238
0.909090909,1.636363636,2183269
0.142857143,1.357142857,1428837
0.5,1.166666667,2858598
0.9375,2.5,212844.8994
0.054054054,0.756756757,201684.4927
0.863636364,1.681818182,191586.9818
0.111111111,0.944444444,175377.8197
0.346153846,1.576923077,174314.9238
0.384615385,1.269230769,173252.028
0.296296296,1.296296296,144553.8393
0.764705882,2.470588235,126484.6094
0,0.789473684,120904.406
0.085714286,0.942857143,726087.667
0.458333333,1.583333333,616830.3996
0.027777778,0.972222222,310565.9334
0.6,1.9,2730094
0.466666667,1.2,9763952
0.583333333,1.833333333,1440114
0.428571429,1.285714286,8476792
0.541666667,1.875,956212.1893
0,0.733333333,923293.409
0.142857143,1.464285714,904482.6774
0.235294118,1.117647059,702267.3128
0.068965517,1.482758621,537673.4114
0.4,1.266666667,1451646
0.75,1.833333333,1873535
0.384615385,1.384615385,1946222.508
0.214285714,1.428571429,1037841.492
0.0625,1.5,1455749
0.075,0.9,413874.7015
0.0625,1.5625,291865.3964
0.363636364,2.227272727,267942.0033
0.102564103,1.051282051,266985.0675
0.260869565,2.217391304,225836.8313
0.375,1.375,30772362
0.333333333,1.466666667,4193465.218
0.1875,1.5,1909720.782
0.228571429,1.257142857,426375.4267
0.259259259,2.148148148,294492.1184
0.166666667,1.277777778,281256.5176
0.066666667,1.633333333,252894.5158
0.461538462,1.730769231,233986.5147
0,1.64516129,107302.9067
0.176470588,1.529411765,5880984
0.285714286,1.571428571,1107122.1
0.133333333,1.6,593895.9002
0.294117647,1.529411765,16469156
0.055555556,1.222222222,1465509
0.357142857,2.142857143,9873575
0.25,1.625,1008997.896
0.117647059,1.647058824,452679.1035
0.222222222,1.666666667,4538559
0.235294118,0.441176471,356393.8218
1.615384615,2.076923077,300205.6066
0.269230769,1.115384615,232378.4041
0.045454545,0.363636364,219936.7279
0.171428571,0.485714286,219535.3835
1.357142857,2.071428571,171374.0562
0.147058824,0.823529412,405680.6879
0.565217391,1.434782609,388111.8392
0.36,1.16,297605.649
0.027777778,0.666666667,254482.1113
1.214285714,2.428571429,242237.1562
0.181818182,1,235316.0946
0.085714286,0.857142857,146939.4618
0.333333333,1.666666667,429977.7818
0.026315789,1.052631579,394711.4653
0,0.595744681,314684.0548
0.172413793,1.413793103,296372.6982
0.184210526,1.368421053,572121.1032
0.09375,1.71875,484848.3926
0.161290323,1.967741935,375757.5042
0.052631579,1.578947368,499546.6396
0.206896552,2.103448276,494036.934
0.081081081,1.756756757,453632.4264
0.31372549,1.254901961,309351.6421
0.514285714,2.114285714,245861.6716
0,0.923076923,228369.5368
0.089285714,1.107142857,212173.1158
0.476190476,1.547619048,195004.9095
0.217391304,1.5,191117.7684
0.109090909,1.218181818,162935.9958
0.071428571,1.089285714,147711.36
0.157894737,1.333333333,1027064.156
0.120689655,1.344827586,883819.5038
0.268292683,2.097560976,832251.429
0.270833333,1.604166667,754899.3168
0.057692308,1.557692308,750601.9773
0.25,1.770833333,699033.9025
0.163265306,1.836734694,686141.8838
0.018867925,1.566037736,419706.8308
0.063492063,1.285714286,345928.8348
0.188679245,1.509433962,303733.5195
0.169811321,1.660377358,292093.4326
0.148148148,1.518518519,218251.6308
0,1.184615385,216069.1145
0.295454545,2.022727273,196426.4677
0.288888889,2.066666667,278870.136
0.089285714,1.571428571,267346.5767
0.212765957,1.914893617,212691.9809
0.191489362,1.893617021,202814.6444
0.239130435,2.065217391,195571.2642
0,1.227272727,194583.5305
0.052631579,1.578947368,172194.901
0.070175439,1.438596491,168243.9663
0.216216216,0.513513514,251543.7466
0,0.291666667,232214.5956
0.518518519,0.666666667,206530.6551
1.3125,1.9375,206001.0893
0.428571429,0.714285714,154103.6427
0.102564103,0.384615385,152779.7282
0.0625,0.75,135568.8403
0.944444444,1.5,128419.7022
0.583333333,1.083333333,1806899
0.545454545,1.181818182,1191932.284
0.7,1.8,687038.716
0.042553191,0.553191489,471857.5298
0.576923077,1.461538462,401611.799
0.129032258,1.161290323,295032.0694
0.157894737,0.710526316,286796.3631
1.117647059,2.294117647,256275.8042
0.166666667,1.366666667,151149.4346
0.5,1.214285714,2996047.563
0.333333333,1.266666667,1226230.437
0.466666667,1.2,899743.1728
0.333333333,2.333333333,669355.8272
0.461538462,1.307692308,6253390
0.416666667,1.416666667,3137878
0.176470588,1,925386.3914
0.875,2.25,573070.6086
0.4,1.4,8048480
0.375,1.375,2919739.031
0.2,2.5,1922602.969
0.357142857,1.5,2827990.958
0.2,1.533333333,1294481.042
0.375,1.4375,643120.0859
0.027027027,1.189189189,378762.1812
0.222222222,1.888888889,378762.1812
0.695652174,2.043478261,368420.5517
0.3125,1.5625,2792093.667
0.176470588,1.588235294,1082589.333
0.294117647,1.529411765,1799473.356
0.090909091,2.636363636,1190991.644
0.357142857,2.142857143,1533571
0.054054054,1.675675676,778943.0029
0.083333333,1.861111111,380493.5635
0,1.684210526,295844.4336
1.266666667,2.533333333,434189.8229
0.48,1.52,371378.6547
0.423076923,1.269230769,370159.0204
1.0625,2.5,239048.3295
0.033333333,1.2,169529.1724
0.138888889,1.138888889,710342.6937
0.081081081,1.162162162,384546.4207
0.142857143,1.964285714,352500.8856
0.121212121,1.757575758,625780.4439
0,1.542857143,483058.5882
0.058823529,1.764705882,312467.9679
0.135135135,1.891891892,1445936
0.081967213,1.262295082,221128.749
0.357142857,2.047619048,212765.3318
0.155555556,1.933333333,211427.1851
0.26,1.64,208750.8916
0.048387097,1.274193548,184664.2503
0.031746032,1.174603175,179646.2
0.111111111,1.388888889,176969.9065
0.215686275,1.647058824,162919.3657
0.173076923,1.5,145857.9948
0,1.1875,92332.12514
0.148148148,1.648148148,659616.3807
0.169811321,1.773584906,407344.6491
0.03125,1.40625,352438.4486
0.109090909,1.654545455,350212.5216
0.140350877,1.649122807,1823532.036
0.033898305,1.576271186,1592799.411
0.163265306,2.040816327,1555584.472
0,1.583333333,1231814.498
0.068965517,1.706896552,1179713.583
0.692307692,0.923076923,1711873
1,1.857142857,1980423
0.636363636,1.090909091,2093841
0.777777778,1.888888889,2645530
0.571428571,1.142857143,3681820
0.538461538,1.230769231,4706852
0.333333333,1.333333333,1768362
0.909090909,1.818181818,1858091
0.5,1.333333333,5149229
0.310344828,1.379310345,394211.5667
0.102564103,0.846153846,356786.4179
0.65,2.05,304391.2097
0,0.707317073,272954.0848
0.233333333,1.4,231536.9202
0.05,0.875,231037.9182
0.266666667,1.133333333,222055.8825
0.054054054,0.864864865,352252.7208
0.111111111,1.055555556,308610.7908
0.863636364,1.863636364,306829.4876
0.384615385,1.423076923,305048.1843
0.296296296,1.444444444,256952.9961
0,0.894736842,188372.8204
0.454545455,1.454545455,2936885
0.466666667,1.333333333,19718710
0.428571429,1.428571429,5307552.682
0.266666667,1.466666667,2656670.318
0.142857143,1.607142857,642467.3653
0,0.822222222,640459.6548
0.541666667,2.041666667,564166.6552
0.235294118,1.235294118,498916.0634
0.068965517,1.620689655,393511.2613
0.210526316,1.052631579,1278521.498
0.8,2.1,684552.5023
0.384615385,1.538461538,3519048
0.375,1.5,27464274
0.379310345,1.827586207,1149227.568
0.060606061,1.484848485,942110
0,1.5,734992.4319
0.076923077,1.230769231,1075409.36
0.392857143,1.892857143,998594.4058
0.310344828,1.896551724,898264.6696
0.233333333,1.633333333,777555.4557
0.025,1.25,743067.1089
0.15,1.2,3138141
0,2.583333333,8434271
0.176470588,1.647058824,495256160
0.181818182,1.666666667,4738868.053
0,1.11627907,4658091.893
0.117647059,1.441176471,4047783.129
0.074074074,2.148148148,2710488.924
0,1.705882353,5986913
0.615384615,2.153846154,2563682
0.444444444,1.925925926,1517070.459
0.357142857,1.928571429,793171.5412
0.148148148,2.111111111,436683.6767
0,1.113636364,434636.7219
0.242424242,1.636363636,339112.1677
0.071428571,2.107142857,266786.4337
0.363636364,2.545454545,1439845
0.294117647,1.647058824,8664685
0.222222222,1.777777778,2569096
0.1,2,3062974
1.75,1,372415.9105
2.4,1.5,339572.0559
0.586206897,0.137931034,334005.3009
2,1.545454545,283904.5057
0.28125,0.15625,224340.2271
0.285714286,1.214285714,796151.9448
1.166666667,2.166666667,690557.0552
0.615384615,1.153846154,1593091
0,1,7282953
0.583333333,1.25,2779631.611
0.384615385,1.307692308,1196827.389
0.545454545,1.363636364,3622164
0.454545455,2.181818182,957906.8095
0.076923077,1.538461538,568903.1905
0.5,1.357142857,6641950
0.466666667,1.333333333,1181061.473
0.333333333,2.555555556,903472.7458
0.1,2.5,233069.7808
0.461538462,1.461538462,7561511
0.416666667,1.583333333,2162479
0.4,1.533333333,6433082
0.375,1.5,2186425.232
0.2,2.7,1656454.768
0.357142857,1.642857143,2548034
0.071428571,1.095238095,1013274.01
0.192307692,2.153846154,666535.1582
0.212121212,1.424242424,584536.1054
0.058823529,1.764705882,530651.0135
0.023255814,1.11627907,507222.7127
0.176470588,1.647058824,93586768
0.058823529,1.764705882,2310478
0.3,1.966666667,551121.0054
0.024390244,1.317073171,530119.8585
0.15625,1.71875,372929.4563
0,1.142857143,205556.6798
0.162162162,1.459459459,741000.6344
0.310344828,1.724137931,595547.9471
0.357142857,1.964285714,497771.4185
0,1.45,603710.6758
0.051282051,1.641025641,573069.6675
0.2,2.166666667,432286.6567
0.684210526,0.236842105,168630.4715
1.142857143,0.285714286,162333.8844
0.367346939,0.081632653,154463.1506
1.107142857,0.571428571,141869.9766
0.606060606,0.424242424,135179.8529
1.034482759,0.344827586,118651.3119
1.55,1.1,117667.4702
0.615384615,0.282051282,115896.5551
0.064516129,0.096774194,112945.0299
1.842105263,0.894736842,103303.381
0.32,0.12,101138.9292
0.150943396,0.132075472,88348.9868
0.366666667,0.5,248230.5225
0.073170732,0.243902439,228112.0886
0.290322581,0.290322581,227802.5743
2.2,2.1,207374.626
0.85,0.7,194684.537
0.21875,0.34375,170851.9307
0.714285714,0.761904762,163114.0715
0.023809524,0.285714286,78616.64928
0.142857143,1.514285714,652755.4118
0.083333333,1.527777778,464510.8605
0.346153846,2.076923077,419192.7277
0.030769231,0.907692308,3311324.786
0.340909091,1.613636364,2825214.607
0.395348837,1.790697674,2728955.165
0.166666667,1.333333333,2425737.925
0.288888889,1.622222222,2420924.953
0.372093023,1.76744186,2401673.064
0.046875,1,2103268.796
0.089285714,1.214285714,2098455.824
0.015384615,1.030769231,2050326.103
0,0.924242424,2045513.131
0.127272727,1.345454545,2011822.326
0.01754386,1.280701754,1251372.739
0.104166667,1.541666667,933716.5821
6,2,1447526
0.2,0.6,1555264
0.212121212,0.787878788,290884.5063
0.147058824,0.588235294,272895.1494
0.565217391,1.086956522,236237.592
0.4,0.88,228770.3118
0.458333333,1.125,198222.3473
0.085714286,0.628571429,194149.2854
2.272727273,2.272727273,146290.8077
0.5,1.166666667,1095926.316
0.307692308,1.230769231,944109.6837
0.235294118,0.823529412,957011.7179
1,1.875,665747.2821
0.692307692,1.076923077,1439421.047
0.375,2.375,997931.9528
0.666666667,1.166666667,1243307.727
0.461538462,1.230769231,676911.9844
0.285714286,2.714285714,565014.289
0.428571429,1.285714286,1563767
0.545454545,2,38082552
0.8,1.9,3121146
0.214285714,1.428571429,1558272
0.363636364,1.454545455,916705.7232
0,0.75,866337.2768
0.571428571,1.285714286,7842821
0.541666667,1.708333333,559990.4297
0.142857143,1.028571429,531118.0214
0.346153846,1.423076923,410256.7776
0.44,1.72,384070.1748
0,0.644444444,352511.9611
0.083333333,1.055555556,313567.7826
0.111111111,0.833333333,298795.8528
0.538461538,1.384615385,7821326
0.277777778,1,1124838.577
1,2.111111111,617513.4229
0.333333333,1.466666667,1577235
0.5,1.5,5031958
0.235294118,1.058823529,1611478.4
1,2.375,860994.6004
0.8,2.25,906396.7686
0.258064516,1.290322581,785701.6375
0.3,1.5,760852.64
0,1.205882353,472130.9539
0.466666667,1.466666667,26167328
0.428571429,1.571428571,4518953
0.210526316,1.157894737,2616680.96
0.8,2.3,1582787.04
0,2,1521838
0.384615385,1.692307692,1991217
0.454545455,2.454545455,1587258
0.272727273,2.636363636,21137468
0.375,1.625,20068412
0.7,2.6,1949858.69
0.454545455,2.545454545,1149343.31
0.34375,1.65625,1693957.297
0.269230769,2.153846154,1679601.727
0.185185185,2.148148148,1112556.699
0,1.378378378,954645.426
0.055555556,1.361111111,837408.2684
0.027777778,1.583333333,782378.5822
0.15,1.3,3411528
0.294117647,1.764705882,3082328
0.222222222,1.888888889,1478771
0.535714286,1.857142857,509230.168
0.15625,1.75,429455.2069
0,1.166666667,389567.7264
0.121212121,1.515151515,207414.8987
0.235294118,1.5,754786.2115
0.171428571,1.514285714,505896.1346
0.48,2.08,339067.641
0,1.933333333,229051.0128
0.344827586,2.068965517,1901005
0.696969697,1.878787879,135478.7967
0.340909091,1.295454545,127074.4049
0.428571429,1.428571429,126738.2292
0.838709677,2.096774194,115812.5198
0.127272727,0.945454545,115476.3441
0.030769231,0.692307692,112450.7631
0.079365079,0.761904762,111778.4117
0.166666667,1.074074074,111778.4117
0.372093023,1.441860465,102533.5807
0.14893617,1.234042553,101861.2293
0.046875,0.78125,91607.87125
0.75,2.09375,90767.43206
0.666666667,1.848484848,82867.30372
0.20754717,1.037735849,80514.07399
0.288888889,1.311111111,77656.58076
0,0.712121212,67067.04702
0.25,1.75,235401.1615
0.435897436,2.205128205,197925.7407
0.120689655,1.327586207,194594.5922
0.18,1.62,183768.3596
0.204081633,1.755102041,163503.8728
0.41025641,2.179487179,162948.6814
0.018867925,1.547169811,149624.0873
0.05,1.216666667,142406.5989
0.224489796,1.591836735,124362.8778
0.084745763,1.338983051,114647.0279
0.2,0.6,929296.6017
1.166666667,1.666666667,761891.3983
1.4,2.2,949221.2539
0,0.733333333,545111.7461
0.7,1.3,1310942.337
0.454545455,1.363636364,744466.6634
0.1875,0.9375,7562996
0.545454545,2,3334391
0.615384615,1.307692308,3051410.951
0.428571429,1.357142857,1214825.049
0.583333333,1.416666667,6159108
0.857142857,2.714285714,920338.0967
0.125,1.125,847351.9033
0.545454545,1.545454545,4185357
0.25,1.0625,1416501.572
1.142857143,2.571428571,617369.0479
0.117647059,1.117647059,418369.3802
0.5,1.5,5924632
0,1.2,862455.8965
0.142857143,1.714285714,788642.1035
0.466666667,1.466666667,2481075.727
0.333333333,2.777777778,1630570.273
0.461538462,1.615384615,5655328
0.222222222,1.166666667,1325377.934
0.888888889,2.444444444,730081.0656
0.266666667,1.666666667,1417518.369
0.125,1.6875,438007.6315
0.210526316,1.157894737,1030298.095
0,1.923076923,795150.9047
0.4,1.666666667,2262842.554
0.25,1.6875,960504.4459
0.25,2.107142857,1713071.035
0.162162162,1.27027027,988395.4484
0.172413793,2.103448276,906398.5166
0.375,1.625,3440442
0.391304348,0.347826087,86235.84869
0.340425532,0.212765957,83398.47647
0.236363636,0.254545455,82081.12508
2.466666667,1.8,82081.12508
0.175438596,0.192982456,80054.43063
1.115384615,0.846153846,78534.4098
1.24,1.12,76913.05424
0,0.026315789,76609.05007
0.666666667,0.416666667,76305.0459
1.47826087,1.347826087,75190.36396
0.029411765,0.088235294,72150.32229
1.03125,0.59375,69718.28895
0.638888889,0.638888889,69414.28479
0.477272727,0.431818182,68806.27645
0.594594595,0.459459459,61510.17645
0.291666667,0.25,59686.15144
0.101694915,0.118644068,52491.38616
0.137931034,0.224137931,50262.02227
1,0.888888889,49552.67921
0.369565217,0.326086957,48944.67088
0.033333333,0.2,45195.28615
0.016666667,2.066666667,38304.52504
1.642857143,1.214285714,308535.0222
0,0.042553191,261397.7271
1.4,1.266666667,253684.3516
0.631578947,0.789473684,234400.9127
0.222222222,0.194444444,211689.3069
3.428571429,2.142857143,178264.6795
0.540540541,2.081081081,295668.1979
0.066666667,1.033333333,287151.007
0.435897436,1.897435897,265249.659
0.120689655,1.120689655,251054.3408
0.232142857,1.178571429,249026.4382
0.473684211,2.078947368,238886.9253
0.084745763,1.13559322,212118.6111
0.270833333,1.5,184539.1358
0.224489796,1.346938776,162637.7878
0.032786885,1.049180328,122890.8971
0.542857143,2.142857143,979694.2952
0.340909091,1.681818182,971100.4856
0.107142857,1.125,881724.8657
0.372093023,1.837209302,871412.2941
0.239130435,1.52173913,861099.7226
0.127272727,1.254545455,852505.913
0.288888889,1.688888889,819849.4365
0.428571429,1.833333333,776880.3885
0.046875,1.046875,732192.5785
0.089285714,1.267857143,711567.4355
0,0.96969697,694379.8162
0.030769231,0.953846154,687504.7686
0.172413793,1.327586207,384559.0372
0.285714286,2.071428571,279481.1144
0.075471698,1.547169811,230212.2128
0.285714286,1.591836735,218439.9973
0.032786885,1.278688525,204923.75
0.13559322,1.338983051,171351.1356
0.115384615,1.519230769,166991.0559
0,1.290322581,147370.6968
0.166666667,1.518518519,267896.529
0.015384615,1.184615385,236478.6511
0.318181818,2.022727273,219925.1455
0.230769231,1.634615385,200331.2001
0.03125,1.28125,190196.4008
0.288888889,1.844444444,188845.0942
0.089285714,1.392857143,179723.7748
0.127272727,1.527272727,175332.0284
0.188679245,1.641509434,159454.1761
0.028985507,1.246376812,1695368.267
0.115384615,1.807692308,1198525.125
0.3125,2.041666667,1139688.437
0.137254902,1.941176471,932670.4606
0.075471698,1.811320755,808459.675
0,1.532258065,782310.0359
0.052631579,1.666666667,4635758.699
0.127272727,1.8,4515228.973
0.203703704,1.740740741,4478142.903
0.089285714,1.660714286,4070196.138
0.239130435,2.173913043,3977480.964
0,1.559322034,2837084.324
0.133333333,0.8,807223.7812
1,2.166666667,490971.6589
0,0.875,298682.5599
0.1,0.6,793108.0313
1.111111111,1.888888889,659097.2162
0.545454545,1.181818182,461873.7525
0.066666667,0.355555556,281970.5278
0.666666667,1.166666667,276675.3066
1.333333333,1.933333333,188642.2545
0.56,1.2,186325.5952
0.172413793,0.896551724,170439.9317
0.02173913,0.391304348,149589.9983
0.166666667,0.694444444,148928.0956
0.194444444,0.472222222,147604.2904
0.117647059,0.941176471,1121573.061
0.75,2.125,829115.9393
0.538461538,1.230769231,1520867
0.7,2,1569254
0.052631579,0.631578947,561727.2661
1.125,2.125,492300.3007
0.777777778,2.111111111,421470.7702
0.5,1.3,413756.663
0.5,1.333333333,1209815.684
0.307692308,1.384615385,658452.316
0.692307692,1.230769231,2137073
0.5,1.416666667,5894644
0.666666667,1.333333333,2450586.81
0.461538462,1.384615385,1147743.19
0.9,2.1,1634877.265
0.416666667,1.416666667,814781.7354
0.352941176,0.941176471,1043193.455
1.25,2.125,539907.5453
0.428571429,1.428571429,1193068.726
1.5,2.666666667,776594.2742
0.636363636,1.454545455,3815938
0,0.8,451128.5078
0.888888889,2.333333333,385965.5011
0.6,2.3,339738.7528
0.363636364,1.545454545,323587.2383
0.3125,1,1521995.938
0.176470588,1.058823529,814755
1.285714286,2.428571429,759318.0619
1,2.277777778,1033936.845
0.392857143,1.464285714,862543.0012
0.157894737,0.894736842,617296.5259
0.0625,1.15625,571312.8118
0,1.181818182,468197.8165
0.384615385,1.538461538,833077.6558
0.214285714,1.571428571,667858.3442
0.571428571,1.428571429,11169293
0.266666667,1.066666667,1769486
0.857142857,3,1464449.266
0.5,2.875,561555.7337
0.538461538,1.538461538,4993238.082
0.357142857,1.571428571,2284863.918
0.277777778,1.111111111,2893385.914
1,2.333333333,1436111.086
0.333333333,1.6,1862939
0.5,1.666666667,2069279
0.235294118,1.176470588,1917031.754
1,2.625,947841.9809
0.111111111,1.222222222,713016.2649
0.3,1.633333333,1003134.317
0.1,1.05,737598.7625
0,1.323529412,709733.9204
0.466666667,1.6,22171178
0.428571429,1.714285714,2035250
0.210526316,1.263157895,5996243.34
0.8,2.5,3157857.66
0.375,1.75,6754886
0.15,1.4,3193425
0.096774194,2.064516129,663927.7724
0.189189189,1.648648649,597450.8472
0.03125,2.0625,258334.3804
0.333333333,1.166666667,274373.5786
0.947368421,2.105263158,240383.4929
